,0
0,0.019173163086286416
1,0.0001839072371130619
2,0.00860528117683306
3,-0.029777579217844026
4,0.007062354968886344
5,0.013140220172212058
6,-0.19388208834476975
7,0.06337146290732007
8,-0.04516315521571815
9,-0.08779298984785777
10,0.03512736812859676
11,-0.05549855943805347
12,0.06927504434665581
13,-0.027144846387573033
14,-0.23961041198516964
15,0.08013983944425818
16,0.1901943613245738
17,0.06684216447890663
18,-0.12736528800494518
19,0.13073186884118007
20,-0.15483351373435406
21,-0.05694262212919368
22,-0.030753015368599146
23,0.08038058262336456
24,0.031571489761959115
25,-0.02585086331360916
26,-0.020847116201530735
27,0.056637204350836634
28,-0.042369732026665614
29,0.014533855432312556
30,-0.05505384708740883
31,0.00890850956368754
32,-0.027421095951381928
33,-0.015606526406564368
34,-0.010038676382212036
35,-0.023056703570330933
36,0.1312291820801343
37,0.2998819607031871
38,-0.09116861927257425
39,-0.03454134353164016
40,0.004592217225176335
41,0.008901005302639008
42,-0.17891934788673167
43,0.08381125721453704
44,0.043491890827021595
45,-0.2224852681141531
46,-0.09208088983656272
47,0.03707259918345748
48,0.008545981745358124
49,-0.0020068026991958907
50,0.02567663452992194
51,-0.027794507722439042
52,-0.027964943697769473
53,0.1201071400979963
54,-0.05188865756108166
55,0.013540415722560178
56,-0.03330486210779088
57,-0.06106084416209514
58,-0.06011285482441588
59,-0.13368695141166956
60,0.027065525649665623
61,0.07433126754431009
62,0.13137708441172352
63,0.019248975923829736
64,-0.0936223227295997
65,0.05054168642109981
66,-0.016063186574177754
67,0.04345250131408622
68,-0.011107138117086142
69,-0.017190862296839752
70,0.05718976494775796
71,-0.069056303501694
72,-0.038848379479295064
73,-0.08235829117281096
74,0.028548600222125436
75,-0.009126940854376327
76,0.0871686125319996
77,0.0522713031794866
78,-0.05961036718606581
79,0.01510075147143007
80,0.07123258383208905
81,-0.09530951594575274
82,-0.007411842570220212
83,0.020318769714061182
84,0.003636734515659084
85,-0.015418397219054913
86,-0.03850499598807567
87,0.008533054308946755
88,-0.0255482170754635
89,-0.01834533481056044
90,-0.04242816204816305
91,0.008710691318934009
92,0.04360387347658665
93,-0.03880659303418951
94,-0.03874129598797368
95,-0.07233925169021324
96,-0.027340203142397042
97,-0.024216579520225146
98,0.11382877017179192
99,-0.09171167144594634
100,-0.07275151790592965
101,-0.029594927628968953
102,0.0033882852215219583
103,0.0361026067134555
104,0.13986678640342334
105,-0.09676637626120363
106,-0.04044494190876547
107,-0.010751794029901333
108,0.02807315154676513
109,-0.01334468491587348
110,0.013650073572284559
111,-0.050278238075041885
112,-0.04186552169006
113,0.015038410387265284
114,-0.07654875733668358
115,0.011685694913388745
116,0.007587196606070713
117,-0.035076283230498995
118,-0.012652796308006541
119,0.027675552532555
120,0.02272201201255831
121,-0.021074879855367396
122,0.06779921419469292
123,-0.031153736025961283
124,-0.01277190020808057
125,-0.026389048695504527
126,0.076418979531972
127,-0.016453880612860003
128,0.144343791562665
129,-0.021471774666040982
130,-0.008840402582399542
131,0.05275406986340336
132,-0.0229184000941363
133,-0.023091419387081785
134,-0.009936927801228837
135,-0.0058821335293158155
136,-0.03310307774314679
137,0.014361041140889028
138,0.024629647344565214
139,0.046500186196058536
140,0.017156102334257038
141,0.01771110465254147
142,-0.049306128553952014
143,-0.2156273152299668
144,0.15063740114786384
145,-0.09036483916282519
146,-0.02318159405303244
147,-0.021407387640706696
148,-0.0731409223806876
149,-0.043907537467216186
150,0.0441253031216087
151,0.008486907778585956
152,0.043892700598365364
153,0.011409743799776405
154,-0.043916460209035266
155,0.07426598316165786
156,-0.0762634851991782
157,-0.046423154895156755
158,-0.03593013919464346
159,0.04924531133402074
160,0.004189392250266405
161,-0.022085666177241288
162,-0.09030568525812788
163,-0.004013920426205151
164,0.026098695261697624
165,-0.01356773159626458
166,0.10991793573585415
167,-0.0553606289631991
168,-0.05991801292698962
169,-0.06721355239962128
170,0.009997854504037805
171,-0.09467297111281271
172,0.06420629968555275
173,0.01580911160798499
174,0.010452309868202864
175,0.02679917072051294
176,-0.04743151725177968
177,-0.02242357748508865
178,-0.01193951247514333
179,-0.021681966712737814
180,-0.011400886476048403
181,0.022851725753274495
182,-0.03156329026518093
183,-0.025026085664492853
184,-0.042553379855336214
185,0.014187569886890967
186,-0.06801951834895716
187,-0.11707565240247364
188,-0.10445521146421677
189,0.0033723413211066587
190,-0.01158888591254985
191,-0.008515926193072704
192,0.0035330574328285127
193,-0.017229704917825495
194,-0.013807719252081758
195,-0.008751040674262182
196,-0.03060712244389045
197,0.006173595273795157
198,-0.08235899050956204
199,-0.013575876573620393
200,0.02378879837955564
201,-0.014351037190825942
202,0.016974815850993055
203,0.003685733683586781
204,-0.01278129432892022
205,-0.013972633688700008
206,-0.010042538342817785
207,-0.030366512209386277
208,0.03242648188061029
209,0.02963468368634152
210,-0.0313676761103726
211,-0.07755053129912898
212,0.0038604033815432762
213,0.04897194879170753
214,-0.012387186941254418
215,0.02164020100224777
216,-0.005208245037478945
217,0.02128060436897455
218,-0.029607456863800057
219,0.009940590633872298
220,-0.0853222858522642
221,-0.023443154283720104
222,-0.03767321137045104
223,-0.009831364522995645
224,-0.005689970003770206
225,0.013542225869169549
226,-0.003914065115949387
227,0.014444316174127851
228,-0.09402921494481555
229,0.05783739546696203
230,0.05705163566203487
231,0.0408354199517396
232,0.03722255251716307
233,0.024364817098002357
234,0.025723558558532707
235,0.02110938152807968
236,0.08804972415943511
237,-0.009869268150406034
238,-0.012127836423611685
239,0.008123454614894915
240,-0.04842160569547153
241,-0.020197760305135166
242,-0.034967125124144766
243,0.020603895218542584
244,0.054478519989722245
245,-0.026548477729942434
246,-0.05031309876290155
247,0.008782560131785388
248,0.0046126586211771
249,0.0008598654946854247
250,-0.0006813644989009809
251,-0.053076577289647375
252,-0.00016240924945401525
253,-0.009924529664648686
254,-0.03900732961659849
255,0.006504530050720928
256,0.0007538192497717113
257,-0.014236808728739031
258,0.011306232224704789
259,-0.012773405416259202
260,-0.003675622794965921
261,0.010343673809426114
262,-0.04579632588141512
263,-0.017548339581407876
264,0.07026353226574918
265,-0.02287713122166584
266,0.008789171932006163
267,-0.008747351818934334
268,-0.006348005538419658
269,-0.026927594104062244
270,0.015789807778026688
271,-0.058071098367412366
272,0.03628407352969674
273,0.02013417756451585
274,0.0007907975222646597
275,-0.002505766830233393
276,-0.006701735667369604
277,0.023749877611183808
278,-0.0027404613629162635
279,0.01513990745453631
280,-0.005282105201441525
281,-0.06976365885684545
282,-0.0024598412925450897
283,-0.004907673539964283
284,0.008945754497529504
285,-0.01760313002885805
286,-0.05989215347143813
287,0.024359424073703593
288,-0.06101309207757772
289,-0.05353178781273108
290,0.16313148656707066
291,-0.0027096035836524195
292,-0.06921187440548926
293,4.717433529072539e-05
294,-0.010773672524130105
295,0.022243911068981964
296,-0.0013232912847639597
297,-0.027090209446072742
298,0.026849614142098858
299,0.01349034941472085
300,-0.010534191916724512
301,0.02166061262543626
302,-0.0023130663777787917
303,-0.003130979244426968
304,-0.01636342426183209
305,0.0054394932642358
306,-0.0029537525157758665
307,-0.026695419687255195
308,-0.007016841880693432
309,0.025811728718763926
310,-0.042552121763197254
311,-0.004297149668973767
312,-0.0198384063267069
313,0.01667426747672479
314,0.0019202854005689026
315,-0.005845679062160788
316,0.002563816828531078
317,-0.0011170798245747225
318,0.03176667776466148
319,0.019165566602945175
320,0.014569435680865314
321,0.021599131133233862
322,0.010327995494911901
323,-0.05857129366083352
324,-0.012170189092119386
325,0.007718439672441235
326,-0.014379584436145476
327,0.004398142272377184
328,0.026110331723211196
329,-0.002330086370309275
330,0.0018901633814037977
331,-0.015667168206913315
332,0.04158189804491934
333,-0.00988872466006403
334,0.007045872800739095
335,-0.03768603120411537
336,-0.012952066251583001
337,-0.03681305211398509
338,-0.0954165659012823
339,0.03477968094486328
340,0.02974535215341013
341,0.048267795321513055
342,-0.022875563308055853
343,-0.01752243774248345
344,0.04647339518550857
345,-0.03806049111496142
346,0.05150143224977154
347,-0.010585002805363564
348,0.0033489008338684206
349,-0.015440123700463923
350,-0.00572103481092001
351,-0.008527675832440794
352,0.04112444587025183
353,-0.01326115258904219
354,-0.012885696731101345
355,0.025329857302567475
356,0.000670306156156027
357,-0.021232683520706334
358,-0.019728966864508136
359,0.026745501081639343
360,-0.003120435667880494
361,0.03834822196901934
362,0.015343659940800718
363,0.027166206809368827
364,0.0064954387998012175
365,0.021359918145044225
366,-0.01475617373910818
367,0.040694811047725286
368,-0.03650754235183167
369,0.001849272932215415
370,-0.006226117761113641
371,-0.040299070103976056
372,0.054056982758447544
373,-0.011612723954314737
374,-0.0038793334068359386
375,0.00763850806822426
376,-0.07456626333767306
377,-0.023051351821808314
378,-0.018516630452641486
379,0.03922337013088585
380,0.04625231556182921
381,0.04773674361223607
382,-0.05025646031791807
383,0.01858471379438395
384,-0.032188571729328916
385,-0.042240794081884865
386,-0.02286206225773551
387,0.020816276882384716
388,0.029884440419440696
389,-0.0005390205105094345
390,0.019434218347251713
391,0.008186930279069596
392,0.06148696819097931
393,-0.044079916594344834
394,-0.08077750759714966
395,0.01856220155150836
396,-0.008286182419675995
397,0.010732014929624278
398,-0.019416267979596426
399,0.037350946691259206
400,-0.01865787832662891
401,-0.021249625963120966
402,0.007996392728440192
403,-0.006244814547613539
404,-0.031177680221289694
405,0.019778110998763233
406,-0.00843774589036662
407,-0.016851278814354973
408,0.019189325658556564
409,0.022375987221506008
410,0.009342482532797722
411,0.0056976367334792034
412,-0.008973765803591785
413,-0.014047544169664522
414,0.003937892762965244
415,-0.01921600910100394
416,0.019949199130871134
417,-0.012769296779156893
418,-0.0009705938274319603
419,0.03350643776574858
420,0.008570503729199897
421,0.008366650669939853
422,-0.004165493065337252
423,0.007070202584944408
424,0.01719170670231728
425,0.03938234247151105
426,0.030425056638647932
427,0.059313302254188974
428,-0.04684790506178851
429,-0.0023870506506318877
430,-0.054766743324291066
431,-0.008816753533225509
432,0.009360992948405587
433,0.026747381174478134
434,-0.03825175166241983
435,-0.010140522540228729
436,0.006040420499235358
437,-0.0006171828538374235
438,-0.0035612249466610863
439,-0.00011716478336061293
440,0.06409519047742004
441,0.012522760071955477
442,0.052933498722102915
443,0.018040432136059936
444,-0.07303133313683054
445,0.07975279565582372
446,-0.03057075147530004
447,0.00544168792639624
448,0.05778021202669814
449,0.026510744312936724
450,-0.0005820048362846272
451,0.011155117460468666
452,-0.030069241139344983
453,-0.012299258833692817
454,0.00975759824608877
455,0.02442536004904821
456,0.010354177448544622
457,0.020692548679688182
458,-0.04734155877068201
459,0.03608272988369861
460,-0.03124383188707933
461,-0.0005633540004963272
462,-0.019928934535302503
463,0.015432705207092789
464,-0.06211636218379302
465,0.03777722098887406
466,-0.023644914362803453
467,0.018891792622679485
468,-0.025968377765780072
469,0.04745335549494557
470,-0.003714069460322345
471,-0.0007886332236477379
472,-0.00499683697644461
473,-0.0013662981370436162
474,-0.004420438466463816
475,0.007958904894925347
476,-0.011102570110038849
477,-0.03303422679222179
478,0.01922002929396711
479,-0.014004704230681383
480,0.0016730111306228976
481,-0.01057087296442264
482,0.024287186080362587
483,0.014269148388665224
484,-0.032663254091183605
485,-0.0062053768450984325
486,0.02175557195688625
